"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	« Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.	« Nous avons maintenant des souris de 4 mois qui ne sont pas diabétiques et qui étaient auparavant diabétiques », a-t-il ajouté.	"We now have four-month-old mice that are not diabetic when they were before," he added.
The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled "Bush's New Orleans Deal."	Le débat a été déclenché par la controverse sur les dépenses liées aux secours et à la reconstruction à la suite de l'ouragan Katrina ; ce que certains conservateurs en matière budgétaire ont appelé avec humour « l'accord Bush pour la Nouvelle-Orléans ».	Le débat a été suscité par la controverse sur les dépenses de secours et de reconstruction dans le sillage de l'ouragan Katrina, que certains conservateurs fiscaux ont humoristiquement étiqueté "Bush's New Orleans Deal".	The debate was sparked by the controversy over relief and reconstruction expenditures following Hurricane Katrina; what some fiscal conservatives have humorously called "the Bush Accord for New Orleans."
Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.	Les critiques des libéraux sur l'effort de reconstruction se sont concentrées sur l'attribution de contrats de reconstruction à des personnes perçues comme des initiés de Washington.	Les critiques libérales à l'égard de l'effort de reconstruction se sont concentrées sur l'attribution de contrats de reconstruction à des initiés perçus de Washington.	Liberal critics of the reconstruction effort focused on awarding reconstruction contracts to people perceived as insiders in Washington.
Over four million people went to Rome to attend the funeral.	Plus de 4 000 000 personnes sont se sont rendues à Rome pour l'enterrement.	Plus de quatre millions de personnes sont allées à Rome pour assister aux funérailles.	More than 4,000,000 people went to Rome for the funeral.
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.	En raison du nombre important de personnes présentes, il n'a pas été possible pour tout le monde d'assister aux funérailles sur la place Saint-Pierre.	Le nombre de personnes présentes était si grand qu'il n'était pas possible à tout le monde d'accéder aux funérailles de la place Saint-Pierre.	Due to the large number of people present, it was not possible for everyone to attend the funeral in Saint Peter's Square.
Several large television screens were installed in various places in Rome to let the people watch the ceremony.	Plusieurs grands écrans de télévision ont été installés à différents endroits à Rome pour permettre aux gens de regarder la cérémonie.	Plusieurs grands écrans de télévision ont été installés dans différents endroits de Rome pour laisser les gens regarder la cérémonie.	Several large television screens have been installed in different places in Rome to allow people to watch the ceremony.
In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.	Dans de nombreuses autres villes d'Italie et dans le reste du monde, en particulier en Pologne, des installations similaires ont été réalisées et ont été vues par un grand nombre de personnes.	Dans beaucoup d'autres villes d'Italie et dans le reste du monde, en particulier en Pologne, des structures similaires ont été réalisées, qui ont été vues par un grand nombre de personnes.	In many other cities in Italy and in the rest of the world, especially in Poland, similar facilities have been built and have been seen by a large number of people.
Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.	Les historiens ont critiqué les politiques passées du FBI pour avoir concentré les ressources sur des affaires faciles à résoudre, en particulier les affaires de voitures volées, avec l'intention d'augmenter le taux de réussite de l'agence.	Les historiens ont critiqué les politiques passées du FBI pour concentrer les ressources sur les cas qui sont faciles à résoudre, en particulier les cas de voiture volée, dans l'intention de stimuler le taux de réussite de l'agence.	Historians have criticized past FBI policies for focusing resources on easy-to-solve cases, especially stolen car cases, with the intention of increasing the Agency's success rate.
Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.	Le Congrès a lancé le financement de l'initiative contre la pornographie au cours de l'exercice 2005, tout en précisant que le FBI s'apprêtait à affecter dix agents à la lutte contre la pornographie adulte.	Le Congrès a commencé à financer l'initiative d'obscénité au cours de l'exercice 2005 et a précisé que le FBI doit consacrer 10 agents à la pornographie pour adultes.	Congress launched the funding of the Anti-Pornography Initiative in fiscal year 2005, while noting that the FBI was preparing to allocate 10 agents to the fight against adult pornography.
Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.	Robin Uthappa a obtenu le score le plus élevé des manches, 70 points en seulement 41 balles en frappant 11 fois quatre runs et 2 fois six runs.	Robin Uthappa a obtenu le score le plus élevé en manche, 70 courses en seulement 41 balles en frappant 11 quatre et 2 six.	Robin Uthappa scored the highest in the sleeves, 70 points in just 41 balls by hitting 11 times four runs and 2 times six runs.
Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.	Les batteurs d'ordre moyen, Sachin Tendulkar et Rahul Dravid, ont obtenu de bons résultats et ont accompli un century ensemble.	Les batteurs de l'ordre moyen, Sachin Tendulkar et Rahul Dravid, se sont bien comportés et ont fait un partenariat à cent fois.	The medium-order drummers, Sachin Tendulkar and Rahul Dravid, achieved good results and achieved a century together.
But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.	Mais après avoir perdu le guichet de son capitaine, l'Inde n'a réalisé que 36 courses et perdu sept guichets jusqu'à la fin de la manche.	Mais après avoir perdu le mèchet du capitaine, l'Inde n'a fait que 36 descentes en perdant 7 mèches pour terminer les manches.	But after losing his captain's window, India made only 36 races and lost seven windows until the end of the race.
U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.	Le président américain George W. Bush est arrivé à Singapour le matin du 16 novembre, débutant une tournée d’une semaine en Asie.	Le président américain George W. Bush est arrivé à Singapour le matin du 16 novembre, en commençant une visite d'une semaine en Asie.	US President George W. Bush arrived in Singapore on the morning of November 16, starting a week-long tour of Asia.
He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.	Il a été accueilli par Wong Kan Seng, le vice-premier ministre de Singapour, et a discuté de commerce et de terrorisme avec Lee Hsien Loong, le Premier ministre de Singapour.	Il a été accueilli par le Vice-Premier Ministre de Singapour, Wong Kan Seng, et a discuté des questions liées au commerce et au terrorisme avec le Premier Ministre de Singapour, Lee Hsien Loong.	He was welcomed by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism with Singapore's Prime Minister Lee Hsien Loong.
