"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.	"Ora abbiamo topi di 4 mesi che non sono diabetici che un tempo erano diabetici," ha aggiunto.	"We have four-month-old mice who were diabetics and now they are no longer diabetics," he added.
Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.	La Kirchner ha scelto il Teatro Argentino per annunciare la sua intenzione di candidarsi per la presidenza, lo stesso luogo da cui nel 2005 aveva dato il via alla sua campagna elettorale per il Senato come membro della delegazione della provincia di Buenos Aires.	La Sig.ra Kirchner ha annunciato la sua intenzione di candidarsi come presidente al Teatro Argentino, lo stesso luogo in cui ha iniziato la sua campagna per il Senato del 2005 come membro della delegazione della provincia di Buenos Aires.	Kirchner chose the Argentine Theatre to announce her intention to run for president, the same place from which in 2005 she started her election campaign for the Senate as a member of the delegation of the province of Buenos Aires.
The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled "Bush's New Orleans Deal."	La discussione è stata scatenata da polemiche sulla spesa per gli aiuti e la ricostruzione in seguito all'uragano Katrina, che alcuni conservatori fiscali, scherzando, hanno etichettato come "il New Deal di Bush per New Orleans".	Il dibattito è stato scatenato da polemiche sulla spesa per il soccorso e la ricostruzione nella scia dell'uragano Katrina; che alcuni conservatori fiscali hanno umoristicamente etichettato "Bush's New Orleans Deal."	The discussion was triggered by controversy over the expenditure on aid and reconstruction following Hurricane Katrina, which some tax conservatives, jokingly, labeled "The Bush New Deal for New Orleans."
Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.	La critica liberale nei confronti dell'impegno di ricostruzione si è focalizzata sull'assegnazione di contratti per la ricostruzione a insider di Washington riconosciuti.	La critica liberale dello sforzo di ricostruzione si è concentrata sull'assegnazione di contratti di ricostruzione agli addetti ai lavori di Washington.	The liberal criticism of the reconstruction effort focused on awarding contracts for reconstruction to recognized Washington insiders.
Over four million people went to Rome to attend the funeral.	Oltre quattro milioni di persone si sono recate a Roma per prendere parte ai funerali.	Più di quattro milioni di persone sono andate a Roma per assistere al funerale.	More than four million people went to Rome to attend the funerals.
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.	Le persone presenti erano talmente numerose che non è stato possibile per tutti avere accesso al funerale in piazza San Pietro.	Il numero di persone presenti era così grande che non era possibile per tutti accedere ai funerali in Piazza San Pietro.	The people present were so numerous that it was not possible for everyone to have access to the funeral in St. Peter's Square.
Several large television screens were installed in various places in Rome to let the people watch the ceremony.	In vari punti di Roma sono stati installati grandi schermi televisivi per permettere alla gente di assistere alla cerimonia.	Diversi grandi schermi televisivi sono stati installati in vari luoghi a Roma per lasciare la gente guardare la cerimonia.	Large television screens have been installed at various points in Rome to allow people to attend the ceremony.
In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.	Allestimenti simili sono stati realizzati in molte altre città italiane e nel resto del mondo, specialmente in Polonia, e un gran numero di persone ha guardato l'evento attraverso di essi.	In molte altre città d'Italia e nel resto del mondo, in particolare in Polonia, sono state realizzate strutture simili, viste da un gran numero di persone.	Similar arrangements were made in many other Italian cities and in the rest of the world, especially in Poland, and a large number of people watched the event through them.
Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.	Gli storici criticano le politiche del passato dell’FBI sostenendo che abbia concentrato le risorse su casi facili da risolvere, in particolare i furti di auto, allo scopo di aumentare il tasso di successo dell’agenzia.	Gli storici hanno criticato le precedenti politiche dell'FBI per concentrare le risorse su casi che sono facili da risolvere, soprattutto casi di auto rubate, con l'intento di aumentare il tasso di successo dell'agenzia.	Historians criticize the FBI's past policies by claiming that it has concentrated resources on easy-to-solve cases, in particular car thefts, in order to increase the success rate of the agency.
Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.	L'iniziativa contro le oscenità è stata finanziata dal Congresso a partire dall'anno fiscale 2005, con la specifica richiesta all'FBI di assegnare 10 agenti alla pornografia per adulti.	Il Congresso ha iniziato a finanziare l'iniziativa di oscenità nel 2005 fiscale e ha specificato che l'FBI deve dedicare 10 agenti alla pornografia adulta.	The initiative against obscenities has been funded by Congress since fiscal year 2005, with the specific request to the FBI to assign 10 agents to adult pornography.
Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.	Robin Uthappa ha realizzato il punteggio più alto degli inning con 70 run in appena 41 palle, totalizzando 11 fours e 2 sixes.	Robin Uthappa ha fatto il punteggio più alto innings, 70 corse in soli 41 palle colpendo 11 quattro e 2 sei.	Robin Uthappa scored the highest inning score with 70 run in just 41 balls, totaling 11 fours and 2 sixes.
Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.	Sachin Tendulkar e Rahul Dravid, battitori di medio ordine, hanno giocato bene e hanno segnato in collaborazione cento run.	Pipistrelli d'ordine medio, Sachin Tendulkar e Rahul Dravid, eseguito bene e ha fatto un cento-run partnership.	Sachin Tendulkar and Rahul Dravid, mid-order beaters, played well and scored a hundred run in collaboration.
But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.	Poi il capitano ha perso il suo wicket, e da quel momento fino alla fine degli inning l'India ha realizzato solo 36 run, perdendo 7 wicket.	Ma, dopo aver perso lo wicket del capitano India ha fatto solo 36 corse perdendo 7 wicket per terminare gli inning.	Then the captain lost his wicket, and from that moment until the end of the innings India made only 36 run, losing 7 wicket.
U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.	La mattina del 16 novembre il presidente americano George W. Bush è giunto a Singapore e ha dato inizio al suo soggiorno di una settimana in Asia.	Il presidente degli Stati Uniti George W. Bush è arrivato a Singapore la mattina del 16 novembre, iniziando un tour di una settimana in Asia.	On the morning of November 16, American President George W. Bush arrived in Singapore and began his one-week stay in Asia.
He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.	Ad accoglierlo c'erano il vice primo ministro di Singapore Wong Kan Seng e il primo ministro di Singapore Lee Hsien Loong, con il quale ha discusso di problematiche commerciali e legate al terrorismo.	È stato accolto dal vice primo ministro di Singapore Wong Kan Seng e ha discusso questioni commerciali e terroristiche con il primo ministro di Singapore Lee Hsien Loong.	He was welcomed by Singapore's Deputy Prime Minister Wong Kan Seng and Singapore's Prime Minister Lee Hsien Loong, with whom he discussed trade and terrorism issues.
After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.	Dopo una settimana di sconfitte nell'ambito delle consultazioni di metà mandato, Bush ha tenuto un discorso sullo sviluppo del commercio in Asia.	Dopo una settimana di perdite nelle elezioni di metà mandato, Bush ha detto ad un pubblico circa l'espansione del commercio in Asia.	After a week of defeats in mid-term consultations, Bush gave a speech on the development of trade in Asia.
Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.	Dopo l'incontro di martedì durato 25 minuti con il leader dell'NDP Jack Layton nel PMO, il primo ministro Stephen Harper si è detto d'accordo a sottoporre il 'Clean Air Act' del governo al riesame di un comitato composto da tutte le parti in preparazione della seconda lettura.	Il primo ministro Stephen Harper ha accettato di inviare il 'Clean Air Act' del governo a un comitato di tutti i partiti per la revisione, prima della sua seconda lettura, dopo l'incontro di martedì 25 minuti con il leader della NDP Jack Layton al PMO.	After the 25-minute meeting with NDP leader Jack Layton in the PMO on Tuesday, Prime Minister Stephen Harper agreed to submit the government's 'Clean Air Act' to review a committee composed of all parties in preparation for the second reading.
