"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	«Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.	"Ahora tenemos ratones de 4 meses que no son diabéticos que solían ser diabéticos", agregó.	"Currently, we have four-month-old mice who used to be diabetic and who are no longer diabetic," he added.
Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.	Las críticas de los liberales en relación a los trabajos de restauración tienen su foco en el hecho de que se han adjudicado contratos de reconstrucción a personas que, al parecer, son funcionarios de Washington.	La crítica liberal al esfuerzo de reconstrucción se ha centrado en la adjudicación de contratos de reconstrucción a los informantes de Washington.	Liberal criticism of restoration work has its focus on the fact that reconstruction contracts have been awarded to people who appear to be Washington officials.
Over four million people went to Rome to attend the funeral.	Más de cuatro millones de individuos se concentraron en Roma para presenciar el funeral.	Más de cuatro millones de personas fueron a Roma para asistir al funeral.	More than four million individuals concentrated in Rome to witness the funeral.
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.	Fue tanta la cantidad de gente que se concentró, que no todos pudieron acceder al funeral en la Plaza de San Pedro.	El número de personas presentes era tan grande que no era posible para todos tener acceso al funeral en la Plaza de San Pedro.	It was so many people who concentrated, that not everyone was able to access the funeral in the Plaza de San Pedro.
Several large television screens were installed in various places in Rome to let the people watch the ceremony.	Se instalaron de grandes pantallas de televisión en diferentes puntos de Roma, para que todos pudieran ver la ceremonia.	Se instalaron varias pantallas de televisión grandes en varios lugares de Roma para que la gente viera la ceremonia.	They installed large television screens at different points in Rome, so that everyone could see the ceremony.
In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.	En muchas otras ciudades italianas, así como en todo el mundo, en particular en Polonia, se llevaron a cabo montajes parecidos que vieron muchísimas personas.	En muchas otras ciudades de Italia y en el resto del mundo, particularmente en Polonia, se hicieron configuraciones similares, que fueron vistas por un gran número de personas.	In many other Italian cities, as well as around the world, particularly in Poland, similar montages were carried out that saw a lot of people.
Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.	Los historiadores critican las políticas pasadas del FBI por concentrar sus recursos en casos de fácil resolución, en especial los de automóviles robados, con la intención de mejorar su tasa de éxito.	Los historiadores han criticado las políticas pasadas del FBI por centrar los recursos en casos fáciles de resolver, especialmente los casos de autos robados, con la intención de aumentar la tasa de éxito de la agencia.	Historians criticize past FBI policies for concentrating their resources on cases of easy resolution, especially stolen cars, with the intention of improving their success rate.
Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.	En el año fiscal 2005, el Congreso inició la financiación de la campaña contra la obscenidad y dio la instrucción de que el FBI debe asignar 10 agentes a ocuparse de la pornografía para adultos.	El Congreso comenzó a financiar la iniciativa de obscenidad en el año fiscal 2005 y especificó que el FBI debe dedicar 10 agentes a la pornografía de adultos.	In fiscal year 2005, Congress began funding the campaign against obscenity and instructed the FBI to assign 10 agents to deal with adult pornography.
Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.	Robin Uthappa obtuvo la mayor puntuación en entradas: 70 anotaciones con solo 41 bolas, al conectar 11 cuatros y 2 seises.	Robin Uthappa hizo la puntuación más alta de entradas, 70 carreras en sólo 41 bolas al golpear 11 cuatros y 2 seises.	Robin Uthappa scored the highest in entries: 70 entries with only 41 balls, connecting 11 fours and 2 sixes.
Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.	El rendimiento tanto de Sachin Tendulkar como de Rahul Dravid, bateadores de orden medio, fue bueno y lograron una asociación de cien anotaciones.	Los bateadores de orden medio, Sachin Tendulkar y Rahul Dravid, actuaron bien e hicieron una asociación de cien carreras.	The performance of both Sachin Tendulkar and Rahul Dravid, mid-order batters, was good and achieved a 100-notation association.
But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.	Mas, luego de quedar sin el wicket del capitán, India solo logró 36 carreras y 7 de sus wickets fueron derribados para finalizar las vueltas.	Pero, después de perder el wicket del capitán India sólo hizo 36 carreras perdiendo 7 wickets para terminar las entradas.	But, after running out of the captain's wicket, India only achieved 36 runs and 7 of its wickets were shot down to finish the rounds.
U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.	El primer mandatario de EE. UU., George W. Bush, llegó a Singapur temprano el 16 de noviembre, dando inicio a una gira de siete días por Asia.	El presidente George W. Bush llegó a Singapur la mañana del 16 de noviembre, comenzando una gira de una semana por Asia.	The first U.S. president, George W. Bush, arrived in Singapore early on November 16, starting a seven-day tour of Asia.
He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.	Le dio la bienvenida el vice primer ministro de Singapur, Wong Kan Seng, y debatió asuntos comerciales y de terrorismo con jefe de estado, Lee Hsien Loong.	Fue recibido por el Viceprimer Ministro de Singapur, Wong Kan Seng, y discutió cuestiones de comercio y terrorismo con el Primer Ministro de Singapur, Lee Hsien Loong.	He was welcomed by Singapore's Deputy Prime Minister, Wong Kan Seng, and discussed trade and terrorism issues with head of state, Lee Hsien Loong.
After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.	Luego de una semana de derrotas en elecciones de medio mandato, Bush dio un discurso a la audiencia sobre la expansión comercial en el continente asiático.	Después de una semana de pérdidas en las elecciones de mitad de período, Bush habló a una audiencia sobre la expansión del comercio en Asia.	After a week of defeats in mid-term elections, Bush gave a speech to the audience about trade expansion on the Asian continent.
