"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.
His work is of such recognized quality and detail that he is one of the very few "household names" among philatelists. Some specialize in collecting his work alone.	La qualità e il dettaglio del suo lavoro sono talmente riconosciuti che è il suo è diventato uno dei pochissimi "nomi familiari" tra i filatelisti. Alcuni si sono specializzati addirittura nel collezionare unicamente il suo lavoro.
His 1,000th stamp was the magnificent "Great Deeds by Swedish Kings" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.	Nel 2000 ha ottenuto il suo millesimo francobollo, il magnifico "Great Deeds by Swedish Kings" ("Grandi gesta dei re svedesi") di David Klöcker Ehrenstrahl, che è annoverato nel Guinness dei primati.
He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.	Il suo lavoro consisteva anche nell'incidere le banconote di molti Paesi. Tra gli esempi recenti di questa attività ci sono i ritratti del Primo Ministro sul lato anteriore delle nuove banconote canadesi da 5 $ e 100 $.
After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.	Gibson, dopo l’incidente, è stato portato in ospedale, ma è morto poco dopo.
The truck driver, who is aged 64, was not injured in the crash.	Il camionista, che ha 64 anni, è uscito illeso dallo scontro.
The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.	Il veicolo coinvolto è stato rimosso dalla scena dell'incidente il giorno stesso, attorno alle 12:00 GMT.
A person working in a garage near where the accident occurred said: "There were children waiting to cross the road and they were all screaming and crying."	Una persona che lavorava in un'autofficina vicino al luogo dell'incidente ha dichiarato: "C'erano bimbi che aspettavano per attraversare la strada, tutti urlavano in lacrime".
They all ran back from where the accident had happened.	Rientrarono tutti dal luogo in cui era avvenuto l'incidente.
Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.	Gli altri argomenti in calendario a Bali includono il salvataggio delle ultime foreste superstiti nel mondo e la condivisione di tecnologie per supportare la crescita delle nazioni in via di sviluppo secondo modelli meno inquinanti.
The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.	L'ONU auspica inoltre di giungere alla creazione di un fondo che aiuti i Paesi colpiti dal riscaldamento globale a fronteggiarne gli impatti.
The money could go toward flood-proof houses, better water management, and crop diversification.	Il denaro potrebbe essere usato per la costruzione di case resistenti alle inondazioni, per migliorare la gestione dell'acqua e per diversificare le colture.
Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.	La Fluke ha scritto che gli sforzi da parte di alcuni per dissuadere le donne dal parlare apertamente della salute femminile non hanno avuto successo.
She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.	È arrivata a questa conclusione grazie alla moltitudine di commenti positivi e di incoraggiamento ricevuti sia da uomini che da donne che spingono per il riconoscimento dei farmaci contraccettivi come necessità medica.
When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.	Al termine dei combattimenti, una volta trasportati i feriti in ospedale, circa 40 dei restanti detenuti rimasero nel piazzale, rifiutandosi di tornare nelle loro celle.
Negotiators tried to rectify the situation, but the prisoners' demands are not clear.	I negoziatori hanno cercato di risolvere la situazione, però le richieste dei detenuti sono poco chiare.
Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.	Tra le 22:00 e le 23:00 MDT i detenuti hanno appiccato un incendio nel cortile.
Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.	Poco dopo, agenti in tenuta antisommossa sono entrati nel cortile e hanno stretto in un angolo i detenuti utilizzando gas lacrimogeni.
Fire rescue crews eventually doused the fire by 11:35 pm.	Le squadre antincendio alla fine sono riuscite a domare il fuoco alle 23:35.
After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.	In seguito alla costruzione della diga nel 1963, le inondazioni stagionali che spargevano sedimenti lungo il corso del fiume si sono interrotte.
This sediment was necessary for creating sandbars and beaches, which served as wildlife habitats.	Questo sedimento è stato fondamentale nella creazione sia di spiagge che di banchi di sabbia diventati habitat per la fauna selvatica.
As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.	A causa di ciò, due specie di pesci si sono estinte e altre due sono a rischio estinzione, tra cui il cavedano gobbo.
Although the water level will only rise a few feet after the flood, officials are hoping it will be enough to restore eroded sandbars downstream.	Anche se l'inondazione farà innalzare il livello dell'acqua solo di pochi metri, le autorità sperano che basterà a ripristinare i banchi di sabbia erosi più a valle.
No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.	Non è stata emanata alcuna allerta tsunami e secondo l'agenzia di geofisica di Jakarta, non sarà diramato alcun allarme dal momento che il sisma non ha raggiunto il limite di magnitudo 6.5.
Despite there being no tsunami threat, residents started to panic and began to leave their businesses and homes.	Nonostante non ci fosse alcun rischio di tsunami, i residenti hanno iniziato ad andare nel panico abbandonando le attività e le case.
Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.	Nonostante la Winfrey abbia dato l'addio in lacrime, ha assicurato ai suo fan che tornerà.
"This is not going to be goodbye. This is the closing of one chapter and the opening of a new one."	"Questo non sarà un addio. Qui si chiude un capitolo e se ne apre uno nuovo".
Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.	I risultati finali delle elezioni presidenziali e parlamentari in Namibia hanno visto la rielezione del presidente in carica, Hifikepunye Pohamba, che ha ottenuto un vantaggio significativo.
The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.	Anche nelle elezioni parlamentari la maggioranza resta in mano al partito di governo, l'Organizzazione del Popolo dell'Africa del Sud-Ovest (SWAPO).
Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.	La coalizione e le truppe afghane hanno raggiunto la zona per mettere in sicurezza il luogo, poi è giunto il supporto di altri aerei della coalizione.
The crash occurred high up in mountainous terrain, and is believed to have been the result of hostile fire.	L'incidente è avvenuto in alta montagna e si ritiene sia stato causato da fuoco nemico.
Efforts to search for the crash site are being met by bad weather and harsh terrain.	Gli sforzi di ricerca del luogo dell'incidente trovano sulla loro strada maltempo e terreni accidentati.
The medical charity Mangola, Medecines Sans Frontieres and the World Health Organisation say it is the worst outbreak recorded in the country.	L'organizzazione benefica medica Mangola, Medici Senza Frontiere e l'Organizzazione Mondiale della Sanità sostengono che questo sia il peggior focolaio registrato nel Paese.
Spokesman for Medecines Sans Frontiere Richard Veerman said: "Angola is heading for its worst ever outbreak and the situation remains very bad in Angola," he said.	Il portavoce di Medici Senza Frontiere, Richard Veerman, ha dichiarato: "L'Angola sta per attraversare la peggiore epidemia di sempre e la situazione in questo Paese rimane molto grave".
